,MSZoning,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,Functional,GarageType,SaleType,SaleCondition,Street,LotShape,HouseStyle,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,GarageFinish,GarageQual,GarageCond,PavedDrive,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SalePrice
519,3,3,4,0,11,2,2,0,1,1,5,5,6,5,8,4,0.0,3.0,3.0,0.0,1.0,3.0,5.0,2.0,3.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,60.0,6600,5,8,1982,2003,1982.0,816,0,0,816,816,0,0,816,1,0,1,0,2,1,4,0,0.0,2,816,0,0,0,0,0,0,0,6,2008,138000
520,3,3,4,0,7,2,2,0,3,1,7,7,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,30,50.0,9340,4,6,1941,1950,1941.0,344,0,328,672,672,0,0,672,1,0,1,0,2,1,4,0,0.0,1,234,0,113,0,0,0,0,0,8,2009,113000
521,3,3,4,0,18,1,2,0,1,1,12,13,6,5,8,4,0.0,3.0,0.0,0.0,2.0,3.0,5.0,2.0,3.0,0.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,70,60.0,7200,7,9,1936,2007,1936.0,350,210,0,560,575,560,0,1135,1,0,1,0,3,1,6,0,0.0,2,576,256,0,0,0,0,0,0,4,2009,155000
522,3,3,4,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,78.0,11645,7,5,2005,2005,2005.0,1300,0,434,1734,1734,0,0,1734,1,0,2,0,3,1,7,0,0.0,2,660,160,24,0,0,0,0,0,1,2006,260000
523,3,3,4,0,15,2,2,0,3,1,7,7,6,1,8,4,0.0,2.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,91.0,10437,8,6,1995,1995,1995.0,1696,0,413,2109,2113,0,0,2113,1,0,2,1,2,1,7,1,1.0,3,839,236,46,0,0,0,0,0,8,2008,350000
524,3,3,4,0,18,1,2,0,1,1,7,13,6,3,8,4,0.0,3.0,0.0,0.0,1.0,2.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,70,51.0,9842,5,6,1921,1998,1921.0,0,0,612,612,990,1611,0,2601,0,0,3,1,4,1,8,0,0.0,2,621,183,0,301,0,0,0,0,5,2008,189000
525,3,3,0,0,15,2,2,0,3,1,11,12,6,3,8,0,0.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,93.0,12090,8,5,1998,1998,1998.0,0,0,1141,1141,1165,1098,0,2263,0,0,2,1,4,1,10,1,1.0,2,420,144,123,0,0,0,0,0,7,2006,258000
526,3,3,4,0,0,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,43.0,3182,7,5,2007,2007,2007.0,0,0,1266,1266,1266,0,0,1266,0,0,2,0,2,1,6,1,1.0,2,388,100,16,0,0,0,0,0,3,2008,159895
527,3,3,4,0,5,2,2,0,1,1,11,12,6,1,6,5,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,65.0,8767,7,5,2005,2005,2005.0,24,0,1286,1310,1310,0,0,1310,0,0,2,0,3,1,6,1,1.0,2,400,0,0,0,0,0,0,0,7,2006,164990
528,3,3,1,0,11,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,20,70.98846960167715,26142,5,7,1962,1962,1962.0,593,0,595,1188,1188,0,0,1188,0,0,1,0,3,1,6,0,0.0,1,312,261,39,0,0,0,0,0,4,2010,157900
529,3,3,0,0,23,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,7.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,80,73.0,9590,7,5,2003,2003,2003.0,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,1.0,2,438,160,22,0,0,0,0,0,5,2007,187500
530,3,2,4,1,20,2,2,0,1,1,12,13,3,3,8,4,0.0,2.0,5.0,0.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,50,79.0,12327,8,8,1983,2009,1983.0,1441,0,55,1496,1496,636,0,2132,1,0,1,1,1,1,5,1,1.0,2,612,349,40,0,0,0,0,0,9,2009,316600
531,3,3,4,0,5,2,2,0,1,1,11,12,6,1,6,5,0.0,3.0,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,60,120.0,15611,8,5,2006,2006,2006.0,0,0,1079,1079,1079,840,0,1919,0,0,2,1,3,1,8,1,1.0,2,685,0,51,0,0,0,0,0,7,2006,233230
532,3,3,0,0,12,4,2,0,4,6,12,13,6,3,8,4,0.0,3.0,7.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,80,96.0,11275,7,7,1967,2007,1967.0,0,0,710,710,1898,1080,0,2978,0,0,2,1,5,1,11,1,1.0,2,564,240,0,0,0,0,0,0,6,2010,242000
533,3,3,4,0,6,1,2,0,3,1,12,11,6,5,8,4,0.0,2.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,70,86.0,22420,6,6,1918,1950,1918.0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1.0,3,864,0,0,0,0,0,0,0,11,2007,239000
534,3,0,4,1,6,2,2,0,1,1,7,7,2,5,8,4,0.0,2.0,2.0,0.0,1.0,2.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,70,79.0,11526,6,7,1922,1994,1922.0,0,0,588,588,1423,748,384,2555,0,0,2,0,3,1,11,1,1.0,2,672,431,0,0,0,0,0,0,9,2008,191000
535,3,3,4,0,12,2,2,0,1,1,7,7,6,1,0,4,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,75.0,9750,6,6,1958,1958,1958.0,608,0,834,1442,1442,0,0,1442,0,0,1,1,4,1,7,0,0.0,1,301,0,0,275,0,0,0,500,4,2007,157900
536,3,3,0,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,90.0,11367,8,5,2002,2002,2002.0,932,0,133,1065,1091,898,0,1989,1,0,2,1,3,1,7,1,1.0,2,586,199,60,0,0,0,0,0,11,2006,255000
537,4,3,4,0,10,2,2,3,1,1,4,4,6,1,8,0,0.0,3.0,6.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,3.0,3.0,2.0,2.0,2.0,180,21.0,1533,5,7,1970,1970,1970.0,553,0,77,630,630,0,0,630,1,0,1,0,1,1,3,0,0.0,0,0,0,0,0,0,0,0,0,8,2006,92000
538,3,3,4,1,3,1,2,0,1,1,7,7,6,5,8,0,0.0,2.0,5.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,50,51.0,4712,4,7,1946,1950,1946.0,384,0,363,747,774,456,0,1230,1,0,1,1,3,1,5,0,0.0,1,305,0,57,0,0,63,0,0,8,2006,121600
539,3,3,1,0,15,2,2,0,1,1,11,12,6,1,8,4,0.0,1.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,58.0,16770,7,5,1998,1998,1998.0,0,0,1195,1195,1195,644,0,1839,0,0,2,1,4,1,7,0,0.0,2,486,0,81,0,0,0,0,0,6,2010,221000
540,3,3,4,0,4,2,2,0,1,1,12,13,3,1,8,4,0.0,3.0,5.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,50,70.98846960167715,11250,4,5,1957,1989,1957.0,0,0,1104,1104,1104,684,0,1788,1,0,1,0,5,1,8,2,2.0,1,304,120,0,0,0,0,0,0,11,2009,161500
541,4,3,4,0,17,0,2,0,1,1,7,7,6,5,8,4,0.0,3.0,5.0,0.0,1.0,3.0,5.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,50,60.0,10800,5,6,1915,1950,1915.0,686,0,0,686,966,686,0,1652,1,0,2,0,4,1,7,0,0.0,1,416,0,0,196,0,0,0,1200,6,2010,139000
542,3,3,4,0,7,2,2,0,1,1,7,7,6,5,8,4,0.0,3.0,5.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,50,60.0,8172,4,6,1954,1972,1954.0,0,0,941,941,997,473,0,1470,0,0,2,0,4,1,7,0,0.0,1,548,0,0,0,0,156,0,0,5,2008,135000
543,3,3,0,0,16,2,2,0,1,1,11,12,6,1,6,5,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,95.0,12182,7,5,2005,2005,2005.0,1201,0,340,1541,1541,0,0,1541,0,0,2,0,3,1,7,1,1.0,2,532,0,70,0,0,0,0,0,5,2010,220000
544,3,3,4,0,0,2,2,4,1,1,11,12,6,1,6,5,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,120,53.0,3922,7,5,2006,2007,2006.0,0,0,1258,1258,1402,0,0,1402,0,2,0,2,2,1,7,1,1.0,3,648,120,16,0,0,0,0,0,2,2007,194201
545,3,1,4,0,3,2,2,0,3,1,11,12,6,1,8,4,0.0,3.0,3.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,30,50.0,5330,4,7,1940,1950,1940.0,280,0,140,420,708,0,0,708,0,0,1,0,2,1,5,0,0.0,0,0,164,0,0,0,0,0,0,12,2009,82500
546,3,0,4,0,3,2,2,0,1,1,12,13,6,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,30,51.0,5900,4,7,1923,1958,1923.0,0,0,440,440,869,0,0,869,0,0,1,0,2,1,4,0,0.0,0,0,0,0,0,0,0,0,0,8,2006,85500
547,3,3,4,0,16,2,2,3,1,1,11,14,6,3,8,4,0.0,3.0,0.0,2.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,160,36.0,2628,7,5,2003,2003,2003.0,0,0,764,764,764,862,0,1626,0,0,2,1,2,1,6,0,0.0,2,474,0,27,0,0,0,0,0,6,2010,175500
548,3,3,4,0,7,1,2,0,1,1,7,13,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,30,67.0,8777,5,7,1910,1950,1910.0,0,0,796,796,796,0,0,796,0,0,1,0,2,1,4,0,0.0,0,0,328,0,164,0,0,0,0,5,2008,85000
549,3,3,4,0,8,2,2,0,1,1,5,5,6,3,8,4,0.0,2.0,7.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,80,70.98846960167715,8530,7,5,1995,1996,1995.0,0,0,384,384,804,670,0,1474,0,0,2,1,3,1,7,1,1.0,2,400,120,72,0,0,0,0,700,5,2009,168500
550,3,3,4,0,0,2,2,4,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,120,70.98846960167715,3196,8,5,2003,2003,2003.0,0,0,1273,1273,1456,0,0,1456,0,0,2,0,2,1,7,1,1.0,2,400,143,20,0,0,0,0,0,5,2006,215000
551,3,3,4,0,13,2,2,4,1,1,8,9,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,120,53.0,4043,6,5,1977,1977,1977.0,360,0,709,1069,1069,0,0,1069,0,0,2,0,2,1,4,1,1.0,2,440,0,55,0,0,165,0,0,7,2010,127500
552,3,1,4,0,23,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,73.0,8925,8,5,2007,2007,2007.0,16,0,1450,1466,1466,0,0,1466,0,0,2,0,3,1,7,0,0.0,3,610,100,18,0,0,0,0,0,7,2009,201000
553,3,0,0,1,17,0,0,1,1,1,5,5,6,4,8,0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,190,107.0,10615,3,5,1900,1970,1900.0,440,0,538,978,1014,685,0,1699,1,0,2,0,3,2,7,0,0.0,2,420,0,74,0,0,0,0,0,8,2009,95000
554,3,3,0,0,7,2,2,0,1,1,11,12,6,1,6,5,0.0,3.0,3.0,0.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,74.0,8536,5,5,2006,2007,2006.0,0,0,1125,1125,1125,0,0,1125,0,0,1,1,2,1,5,0,0.0,2,430,80,64,0,0,0,0,0,4,2007,155000
555,3,3,0,0,16,2,2,4,1,1,11,12,6,1,8,4,0.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,120,61.0,7577,6,5,2005,2006,2005.0,20,0,1342,1362,1362,0,0,1362,0,0,2,0,2,1,6,1,1.0,2,460,192,28,0,0,0,0,0,6,2007,194700
556,3,3,4,0,12,2,2,0,1,1,12,13,6,1,8,4,0.0,3.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,66.0,8923,5,7,1953,2006,1953.0,643,0,365,1008,1008,0,0,1008,1,0,1,0,2,1,6,0,0.0,1,240,0,18,0,0,0,0,0,5,2007,134500
557,3,3,0,0,14,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,50,70.98846960167715,13837,7,5,1988,1988,1988.0,1002,202,0,1204,1377,806,0,2183,0,0,2,1,4,1,9,0,0.0,3,786,0,0,0,0,0,0,0,2,2006,229000
558,4,3,4,0,2,2,2,3,1,1,5,6,6,5,8,3,0.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,160,21.0,1680,6,5,1971,1971,1971.0,0,0,525,525,525,567,0,1092,0,0,1,1,3,1,6,0,0.0,1,264,0,0,0,0,0,0,0,3,2010,88000
559,3,3,4,0,14,2,2,0,3,1,5,5,6,1,8,4,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,80.0,9600,7,6,1973,1973,1973.0,916,0,326,1242,1242,0,0,1242,0,0,1,1,3,1,6,1,1.0,2,528,0,0,0,0,0,0,0,9,2007,175500
560,3,3,4,0,14,2,2,0,1,1,8,9,6,1,0,0,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,104.0,11361,6,5,1976,1976,1976.0,644,0,549,1193,1523,0,0,1523,0,1,2,0,3,1,7,1,1.0,2,478,0,0,0,0,189,0,0,5,2008,180000
561,3,3,1,0,21,6,2,0,1,1,11,12,6,1,6,5,0.0,1.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,49.0,20896,8,5,2005,2006,2005.0,1721,0,356,2077,2097,0,0,2097,1,0,1,1,1,1,8,1,1.0,3,1134,192,267,0,0,0,0,0,1,2006,423000
562,3,3,4,0,14,6,2,0,3,1,11,12,0,1,8,4,0.0,3.0,3.0,0.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,78.0,10140,7,5,1998,1999,1998.0,144,1127,379,1650,1680,0,0,1680,1,0,2,0,3,1,7,1,1.0,2,583,78,73,0,0,0,0,0,6,2009,213250
563,3,3,1,0,12,2,2,0,3,1,7,7,6,1,8,4,0.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,12772,6,8,1960,1998,1960.0,498,0,460,958,958,0,0,958,0,0,1,0,2,1,5,0,0.0,1,301,0,0,0,0,0,0,15500,4,2007,151500
564,4,3,4,0,17,2,2,0,3,1,7,7,6,5,8,4,0.0,3.0,3.0,0.0,1.0,2.0,5.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,2.0,30,50.0,6000,4,4,1920,1950,1920.0,250,0,710,960,960,0,0,960,0,0,1,0,2,1,5,0,0.0,1,308,0,0,168,0,0,0,0,7,2007,108500
565,3,3,4,0,16,2,2,0,1,1,11,12,6,3,8,4,0.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,76.0,9591,8,5,2004,2005,2004.0,0,0,1143,1143,1143,1330,0,2473,0,0,2,1,4,1,9,1,1.0,3,852,192,151,0,0,0,0,0,10,2007,317000
566,3,3,4,1,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,75.0,13125,6,5,1997,1998,1997.0,994,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,7,1,1.0,2,508,140,39,0,0,0,0,0,4,2008,208900
567,3,3,2,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,3.0,3.0,1.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,63.0,8487,7,5,2004,2004,2004.0,20,0,1480,1500,1500,0,0,1500,0,0,2,0,3,1,6,0,0.0,2,570,192,36,0,0,0,0,0,8,2009,190000
568,3,3,0,0,19,2,2,0,1,1,5,9,6,5,8,4,0.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,70.98846960167715,7758,5,7,1962,2001,1962.0,588,0,411,999,999,0,0,999,1,0,1,0,3,1,6,0,0.0,1,264,0,132,0,0,0,0,0,3,2007,132500
569,3,3,4,0,12,2,2,0,3,1,5,5,6,1,8,4,0.0,3.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,80.0,9600,6,5,1953,1953,1953.0,1285,0,131,1416,1644,0,0,1644,1,0,1,0,3,1,7,2,2.0,2,418,110,0,0,0,0,0,0,10,2009,167000
570,3,3,4,0,12,2,2,0,1,1,12,13,6,1,8,4,0.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,17600,6,5,1960,1960,1960.0,1270,0,208,1478,1478,0,0,1478,1,0,2,0,3,1,6,2,2.0,2,498,0,40,0,0,0,0,0,12,2009,157500
571,3,3,4,0,8,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,60,59.0,9042,6,5,1998,1998,1998.0,828,0,115,943,943,695,0,1638,1,0,2,1,3,1,7,2,2.0,2,472,100,38,0,0,0,0,0,7,2008,192000
572,3,3,4,0,14,6,2,0,1,1,8,9,6,1,8,4,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,80.0,16692,7,5,1978,1978,1978.0,790,469,133,1392,1392,1392,0,2784,1,0,3,1,5,1,12,2,2.0,2,564,0,112,0,0,440,519,2000,7,2006,250000
573,3,3,4,0,8,2,2,0,1,1,5,5,6,1,8,4,0.0,2.0,3.0,1.0,1.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,70.98846960167715,9248,6,6,1992,1992,1992.0,560,0,598,1158,1167,0,0,1167,1,0,2,0,3,1,6,0,0.0,2,400,120,26,0,0,0,0,0,7,2009,173000
574,3,1,4,0,23,2,2,0,3,1,10,4,6,1,8,4,0.0,2.0,3.0,0.0,3.0,2.0,5.0,2.0,2.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,20,89.0,13214,9,5,2008,2009,2008.0,0,0,2002,2002,2018,0,0,2018,0,0,2,0,3,1,10,1,1.0,3,746,144,76,0,0,0,0,0,5,2010,378500
575,3,3,2,0,15,2,2,0,1,1,11,12,6,3,8,4,0.0,3.0,0.0,1.0,2.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,60,70.98846960167715,11000,8,5,2000,2000,2000.0,0,0,969,969,997,1288,0,2285,0,0,2,1,4,1,8,1,1.0,3,648,0,56,0,0,0,0,0,6,2007,248000
576,3,3,4,0,19,2,2,0,1,1,8,9,2,1,8,4,0.0,2.0,3.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,78.0,10335,5,6,1968,1993,1968.0,570,0,891,1461,1721,0,0,1721,0,0,2,1,3,1,7,1,1.0,2,440,0,96,180,0,0,0,0,7,2006,180000
577,3,3,0,0,5,2,2,0,1,1,11,12,6,1,8,4,0.0,2.0,3.0,2.0,2.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,20,64.0,10475,8,5,2008,2008,2008.0,0,0,1694,1694,1694,0,0,1694,0,0,2,0,3,1,7,0,0.0,3,776,160,33,0,0,0,0,0,2,2010,245350
578,3,3,4,0,20,2,2,0,1,1,5,5,6,1,8,4,0.0,3.0,6.0,0.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,85,73.0,9069,6,6,1992,1992,1992.0,747,0,189,936,996,0,0,996,1,0,1,0,2,1,5,0,0.0,2,564,120,0,0,0,0,0,0,4,2010,147000
579,4,3,0,0,17,0,2,0,1,1,7,7,6,1,8,4,0.0,3.0,3.0,0.0,1.0,3.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,2.0,30,47.0,4608,4,6,1945,1950,1945.0,0,0,747,747,747,0,0,747,0,0,1,0,2,1,4,0,0.0,1,220,0,0,0,0,0,0,0,6,2010,80000
580,3,3,0,0,19,2,2,0,1,1,5,5,6,5,8,4,0.0,2.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,20,70.98846960167715,6897,5,8,1962,2010,1962.0,659,0,381,1040,1040,0,0,1040,1,0,1,1,3,1,6,0,0.0,1,260,0,104,0,0,0,0,0,4,2010,127000
581,3,3,4,0,3,6,2,1,1,1,5,5,6,5,8,4,0.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,190,60.0,9873,4,5,1970,1970,1970.0,789,0,171,960,960,0,0,960,1,0,1,0,3,1,6,0,0.0,2,576,0,288,0,0,0,0,0,5,2006,129000
582,4,3,4,0,3,2,2,0,1,1,7,7,6,5,8,4,0.0,3.0,5.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,50,50.0,6000,6,9,1937,2000,1937.0,0,0,698,698,786,390,0,1176,0,0,1,0,2,1,4,0,0.0,2,624,210,0,0,0,0,0,0,7,2009,134900
583,3,3,4,0,16,2,2,4,3,1,7,7,6,1,8,4,0.0,3.0,3.0,1.0,3.0,2.0,5.0,2.0,2.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,2.0,2.0,120,60.0,7313,9,5,2005,2005,2005.0,1153,0,408,1561,1561,0,0,1561,1,0,2,0,2,1,6,1,1.0,2,556,203,47,0,0,0,0,0,8,2007,277500
